Position ID,Company,Position,Score
435690,All Around This World,"Elementary Education Curriculum Development for ""World Music Program for Kids""",25
338414,Megger,Design Assurance Test Co-op,85
436505,Philadelphia Theatre Company,PTC Artistic Department Co-Op,10
436503,Twelve Gates Arts ,Digital Content and Operations Coordinator,45
429843,Moonstone Arts Center ,"Writing, Editing, and Publishing Co-op",10
436491,"Cleary Strategies, LLC","Public Relations + Communications Design, Social Media, + Research Co-Op",10
422715,Melissa Harans Studio,Creative Coordinator,30
403435,Melissa Harans Studio,Graphic Design Assistant,25
436480,COMCAST CORPORATION,Comcast Impact & Inclusion Strategic Partnerships and Philanthropy Co-op,35
436479,TCS Group KW ,Content Marketing & Design Co-O,50
351101,Drexel University,Athletic Communications Co-op,20
432552,Bochetto & Lentz,Legal Assistant,30
426042,LAGOS,Digital Marketing and Social Media Co-op,45
415081,American Vegan Society,"Marketing, Events, and Outreach Assistant",20
419086,New Jersey Angels,Nonprofit Leadership Co-op,25
436435,Da Vinci Art Alliance,Gallery Assistant,30
436433,Allied Global Marketing ,Film/Arts Field Publicity and Promotions Co-op,40
392920,Mama May i,Social Media Community Manager,40
436425,Breslow Partners,Public Relations / Marketing:,15
433592,Black Health Matters,EDITORIAL CO-OPs,40
416441,AMC Delancey Group,Property Management Assistant Co-Op,32
428551,"Marshall Dennehey, P.C.",Marketing and Business Development Co-op,50
435856,Santucci's Original Square Pizza,Social Media and Digital Marketing Coordinator,35
436418,Sesame Place,Sesame Place University Internship,40
416849,Brock and Company ,Marketing Assistant,40
338142,Big Picture Media,Public Relations Co-Op,20
293712,Running Wild LLC,Strategic Marketing and Social Networking Lead/Remote,30
414898,Gigi Burris Millinery ,Communications Position at Gigi Burris Millinery,10
382655,Children's Hospital of Philadelphia,Job Coach Assistant,30
433692,"Greenlane Search Marketing, LLC",Digital Marketing Associate,42
436404,The Bograd Team,Real Estate Marketing Assistant,65
436388,Calcium+Company,Copywriting Co-Op,55
435854,Pennsylvania Horticultural Society ,"Ticket Sales, Event Promotion Co-op",45
422770,Fanatics,CRM Strategy Co-op,65
435931,"Hotel Maj, LLC",Guest Experience Coordinator,35
411727,RightOn Education ,Game Show Production & Edtech Video Co-op,40
431707,Teachers' Teammates,Communications/Marketing Co-op,35
351154,Temple University School of Medicine,Non-profit Communications and Event Planning Co-op,15
353371,PhillyCAM,TV and Video Production Staff,40
424335,Drexel University,Workforce Development Assistant II: Drexel AmeriCorps Member Program,25
424326,Drexel University,Workforce Development Assistant (Center City): Drexel AmeriCorps Member Program,35
437081,Harding Loevner LP ,Content Associate,65
416287,Joe Hand Promotions,Marketing Co-op,30
437066,"Quench USA, Inc.",Product Marketing & Strategy Intern,60
357453,Glenmede,Human Resources Co-op,55
437012,Janney Montgomery Scott Company,Corporate Communications Co-Op,30
410675,Independence Blue Cross,College Co-op: Government Markets - Acquisition Marketing Analyst (DeRose),60
420044,Independence Blue Cross,College Co-op: Government Markets - Member Retention Analyst (Moser),40
436968,"SOUTHCO, Incorporated",Global Marketing Communications Co-Op,50
429350,"Hamilton Lane Advisors, Inc.",Digital Marketing - Project Manager,45
429352,"Hamilton Lane Advisors, Inc.",Private Markets FinTech Sales Analyst,80
436962,"Hamilton Lane Advisors, Inc.",Human Resources Coordinator,25
429477,Glenmede,Client and Account Onboarding Co-Op,55
433108,Independence Blue Cross,College Co-op: Marketing Solutions Co-op (Burnham),60
308968,Lockheed Martin,"Communications Co-op/Samantha Kupersmith/ Cherry Hill, NJ",20
433484,FS Investments ,Regulatory Marketing Review Co-op,55
341648,CS Global,Events and Production Co-Op,20
436703,Drexel University,Archival Assistant,20
419794,Glenmede,Endowment & Foundation / Center for Family Philanthropy and Wealth Education Co-op,60
436675,Mastery Charter Schools ,Recruitment Outreach Co-op,25
436661,Independence Blue Cross,College Co-op: Member Marketing Analyst (McIlvaine),30
436607,Zeichner Risk Analytics (ZRA),"Strategic Graphic Design, Aesthetics, and Communications",30
369949,FS Investments ,Corporate Communications Co-op,40
398662,FS Investments ,Product Marketing Co-op,55
398668,FS Investments ,Sales Co-op,75
429105,University City Housing,Leasing and Hospitality (Driver's License and Vehicle Required),20
429108,University City Housing,Leasing and Hospitality,30
317559,Cozen O'Connor,Marketing Co-Op,60
429261,Agilence Inc.,Sales Co-Op,45
436525,Root Cause Insights,Research Recruiter,45
372394,SPS Technologies,Human Resources Co-Op,30
436499,"Burns Engineering, Inc.",Proposal Co-Op,65
336320,"Burns Engineering, Inc.",Marketing Co-op,45
436482,COMCAST CORPORATION,Comcast Corporate Communications Co-op,50
436481,COMCAST CORPORATION,Comcast DE&I Governance and Public Policy Co-op,30
436477,COMCAST CORPORATION,Comcast Communications - Impact & Inclusion (DE&I/Community Impact) Co-op,30
436475,COMCAST CORPORATION,Comcast Digital Internal Comms Co-op,58
436472,COMCAST CORPORATION,Comcast Impact & Inclusion Sponsorships Co-op,60
436471,COMCAST CORPORATION,Comcast Employee Communications Co-op,50
436461,COMCAST CORPORATION,Comcast Employee Engagement Co-op,25
436448,COMCAST CORPORATION,Comcast Consumer Research & Insights Co-op,58
436438,COMCAST CORPORATION,Comcast Editorial Operations Specialist Co-op,60
436432,COMCAST CORPORATION,Comcast Campus Tour Ambassador Co-op,40
426748,Tri County CMO,Social Media Specialist,30
436427,COMCAST CORPORATION,Comcast Business Employee Communications Co-op,80
433646,NeuroFlow ,People and Culture Associate,25
436416,COMCAST CORPORATION,Comcast Campus Experience Co-op,45
436406,COMCAST CORPORATION,Comcast Town Hall Client Engagement Co-op,60
436330,COMCAST CORPORATION,Comcast Town Hall Client Engagement Co-op,50
436231,TREND,Music PR & Social Media Marketing,35
381297,Penn Vet Working Dog Center,Applied Behavior Science - Criminal Justice,20
359897,FMC Corporation,Legal Co-op,30
353022,Joseph J. Peters Institute,Intake/Case Management Assistant,45
423236,Joseph J. Peters Institute,Operations Assistant,60
344776,"PMHCC, Inc.","Forensic Research Assistant, Philadelphia PA",30
416255,Drexel University,Research Assistant (Juvenile Justice),45
358071,Drexel University,Jr. IT Security Analyst - Drexel University,65
426030,"Sidkoff, Pincus & Green, P.C.",Legal Assistant Co-op,55
417383,Project Libertad,Legal Assistant - Immigrant Children's Defense Project,45
433495,"Alva, Foster, and Moscow, LLC",Legal Assistant,20
255311,Pfizer Legal Division,Legal Discovery Group Co-op,30
398800,FS Investments ,Compliance Co-op,40
418137,FS Investments ,Third-Party Risk Management (TPRM) Co-op,85
437138,The Learning Experience-Sundance kids,Assistant Teachers,35
369988,Morgan Lewis Bockius,Billing Co-Op,30
437048,Digitas Health ,"Associate, Copy Editor",30
437041,Digitas Health ,"Associate, Copywriter",20
436934,National Board of Medical Examiners,Software Vulnerability Analyst,85
377812,Duane Morris LLP,Information Resources / Research Services Co-op,82
437148,Mastery Charter Schools,Recruitment Co-op (Teacher Residencies and Partnerships),55
436795,Razorfish,Associate Copywriter,20
428281,Northern Children's Services,Human Resources Intern,30
429123,ConeTec Inc,Field Engineer Co-Op,35
422718,Bartram's Garden,Plant Recorder,30
427122,"D.W. Kozera, Inc.",Geotechnical Engineering Coop,20
425384,Javits Center,Sustainability Co-op/Intern,30
437128,Summer Salt,Regenerative Agriculture Co-Op,15
423012,Academy of Natural Sciences,Science Shop Assistant Coordinator,20
171391,"CSL Services, Inc.",Field Technician/Assistant Data Analyst (20 Minutes From Campus),35
437107,Philadelphia Water Department,PWD Northeast Water Pollution Control Plant / Joshua Simpson/ Philadelphia PA,60
420347,Philadelphia Water Department,"Post Construction/Development Services Unit/Travis Stables/Philadelphia, Pa",30
341830,Philadelphia Water Department,"PWD Green Stormwater Infrastructure Monitoring Co-Op/William Nichols/ Philadelphia, PA",35
306501,Philadelphia Water Department,Engineering Co-op Southwest Plant/  Maulin Gandhi / Philadelphia,20
437002,Urban Outfitters,URBN Sustainability and Compliance Coordinator Co-op,80
436990,Summer Salt,Lead Coffee Coordinator,10
426720,Philadelphia Water Department,"PWD Hydrology and Hydraulics Modeling/Mitchell Johnson/Philadelphia, PA",40
328367,Philadelphia Water Department,"Construction Management Co-op/Engineering/Walid El-Morshedy/ Philadelphia, PA",30
300025,Philadelphia Water Department,Backflow Compliance Engineering Services Co-op/Farrell Lawrence,25
424675,Summer Salt,Culinary Arts Co-op,10
405854,Philly AIDS Thrift,Fashion Clothing Assistant - Thrift Store,20
429425,American Water,Planning Engineer,40
429428,American Water,Civil Engineering - Technical Services,20
436706,"GEI Consultants, Inc.",Environmental Co-op,35
436590,Site Design Concepts,Project Designer,20
436589,South Jersey Industries,Project Management,80
436588,South Jersey Industries,Natural Gas Scheduler,50
353342,Arcadis,"Environmental Engineering Co-op/ Wilmington, DE",50
353247,Arcadis,"Environmental Engineering Co-op (Newtown/Yardley, PA)",35
3564,David Blackmore and Associates,GeoTechnical Technician,30
395414,"Richard E. Pierson Construction Co., Inc.","Project/Field Engineer/Estimator - South & Central NJ, and/or Delaware, SE PA",20
358376,AKRF,Engineering Co-op,40
432340,The Elmwood Park Zoo,Zookeeping + Conservation Education Co-op,20
436431,City of Philadelphia,Capital Projects Co-op,60
22738,"Roux Associates, Inc.",Staff Assist Engineer/Scientist/Geologist Co-op,30
436378,Pennsylvania Horticultural Society ,Farm and Community Engagement Assistant,25
433617,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Aberdeen,40
433616,"Hillis-Carnes Engineering Associates, Inc. ",Geotechnical Technician - Salisbury,30
433615,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Lehigh Valley,30
431005,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Pittsburgh,20
431004,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - State College,10
431003,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Harrisburg,20
430305,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Philadelphia,30
437030,South Jersey Industries,REV Finance and Compliance Co-op,55
371745,SPS Technologies,Environmental Health & Safety Co-Op,25
325423,XL Insurance,Environmental Risk Consulting Co-op,25
434491,Penn Medicine,Corporate Sustainability Co-op,60
387175,Penn Vet Working Dog Center,Performance Medicine for Canine Athletes,20
437044,International Raw Materials Ltd.,Development Services Co-Op,45
342867,Philadelphia Water Department,"PWD Co-op / Projects Control / Erik Smith: Philadelphia, PA",40
394257,Philadelphia Water Department,"GSI Unit/GSI Design Group – Karly Soldner /Philadelphia, PA",40
426423,American Water,Construction Engineer,55
423936,Colliers Engineering & Design,Civil/Site Engineering Co-Op,30
436810,C.S. Davidson,Urban Planner,12
357675,Schnabel Engineering ,"Civil Engineering Co-op/Intern (Chadds Ford, PA)",20
436860,ARM Group Inc. ,Staff Engineer (Solid Waste Focus) Co-op,15
353687,C. & J. Nyheim Plasma Institute ,Data Analysis in Space Plasma Physics,65
348375,"Earth Engineering, Inc.",Geotechnical Co-op/Intern,25
437164,Korn Ferry,"Assistant Operations Analyst/Philadelphia, PA",60
78300,U-Combination,Sales Assistant,72
437093,Labademic Incorporated,Non-Profit Management Co-op,40
437040,International Raw Materials Ltd.,Fertilizer Co-Op,45
436932,Children's Hospital of Philadelphia,Community Impact Program Assistant,20
392118,CHUBB,COG Co-op Global Treaty Outward,55
362071,CHUBB,COG Co-op– Global Treaty,60
362072,CHUBB,COG Co-op Global Treaty Financial Reporting,40
361974,CHUBB,COG Co-op Finance,60
436791,EMSDC Eastern Minority Supplier Development Council,EMSDC Business Development Intern (BDI),45
436386,Calcium+Company,Art Co-Op,45
420675,BlackRock ,Business Operations Co-Op - Global Accounting & Product Services,84
420677,BlackRock ,Business Operations Co-Op - Data  Operations,85
420681,BlackRock ,Business Operations Co-Op - Global Investment Operations,85
420682,BlackRock ,Business Operations Co-Op - Portfolio Compliance,85
423444,The Athenaeum of Philadelphia,Archival Co-op - Digitization Assistant,35
436493,COMCAST CORPORATION,Comcast Content Acquisition Strategy Analyst Co-op,40
436462,COMCAST CORPORATION,Comcast Political Affairs Co-op,70
435773,"MMB Contractors, Inc.",Estimator for Construction and Real Estate,30
437098,Morgan Lewis Bockius,Accounts Receivable Co-Op,25
433606,Venerable ,Finance/Accounting Co-Op,55
433607,Venerable ,Quantitative Co-Op - Hedging Operations,75
433613,Digitas Health ,"Associate, Data and Analytics, Digitas Health",85
436908,Venerable ,Co-Op - Financial Risk Management,70
436901,Venerable ,Actuarial Co-op Student in Finance Organization,70
433394,Children's Hospital of Philadelphia,Data Scientist - Co-op,70
436660,Susquehanna Int'l Group LLP,Technical Business Analyst Co-op,85
436608,Twinleaf,Quantum sensor optimizer,85
436567,Children's Hospital of Philadelphia,Hospital Clinical Data Analyst - Co-op,85
436566,Children's Hospital of Philadelphia,Data Trust Analyst - Co-Op,85
436504,John Middleton Co.,Altria (John Middleton Co.) Quality Engineer Drexel Co-op,85
436502,Osage University Partners,Venture Capital Co-op,85
432700,Campbell Soup Company,Corporate Audit Data Analytics Co-op,85
416970,Drexel University,Mathematics Research Co-op,70
417303,TPG Angelo Gordon  ,Hedge Fund Operations Co-Op,40
435876,Philadelphia Phillies,Quantitative Analyst Associate,85
437071,"Quench USA, Inc.",Business Intelligence Intern,85
433596,Marlette Funding,Loss Forecast/Vehicle Equity Loan Co-Op,75
427229,Rockwood Wealth Management,Financial Planning/Trading Co-Op,30
429356,"Hamilton Lane Advisors, Inc.",Portfolio Management Group Analyst,92
422655,"Hamilton Lane Advisors, Inc.",Fintech Data Analyst,85
416404,Independence Blue Cross,College Co-op: Data Insights & Reporting Analyst (Revak),65
436927,"Nova Photonics, Inc. ",Physics/Engineering Co-Op,40
436863,Merck,"Global Workplace & Enterprise Services , Data Strategy and Analytics Co-op",85
436839,Merck,Global Supplier Management Group Procurement Data Analytics Co-op,87
411808,FS Investments ,Sales Strategy and Analytics Co-op,45
429544,Cigna Corporation,Actuarial Co-Op,50
424545,FS Investments ,Engineering Quality Assurance Co-op,85
436548,Merck,Global Supplier Management Group- Procurement Strategic Operations Co-Op,85
436375,COMCAST CORPORATION,Comcast Data Engineer Co-op,92
436332,Monitoring Analytics,Co-op Experience,85
416512,PearlX,Technology Co-op (Drexel),83
437174,Group One Trading,Trading Analyst Co-op,67
404474,Philly Office Retail ,Accounting + Bookkeeping Associate Co-op,30
359895,FMC Corporation,Internal Controls Co-Op,45
398037,SAP America,SAP Student Training and Rotation (STAR) Program- Development Focus Spring/Summer Drexel Co-op 2025,90
361977,CHUBB,COG Financial Reporting Co-op,45
426900,KBRA,CMBS Surveillance Analyst,35
436723,Urban Outfitters,URBN Data Analyst Co-op,85
436699,Urban Outfitters,Nuuly Marketing Analytics Co-op,85
429807,West Pharmaceutical Services,Materials Predevelopment R&D Co-op,40
436579,Independence Blue Cross,College Co-op: BTS Provider Solutions Analyst (Furia),85
425319,RightOn Education ,User Experience and Research Co-op,30
416920,Resolution Life US,AI Data Scientist,80
437078,Lockheed Martin,Engineering Drexel Co-Op - 679041BR - Rut Rivera-Beltran,85
437075,Lockheed Martin,Systems Engineer (Modeling & Simulation) Drexel Co-Op - 678857BR - Jill Frassetto,65
376402,Penn State University,Science and Technology Applied to Navigation Co-Op,75
382056,Penn State University,"Navigation, Estimation, and Controls Co-Op",70
357781,JPMorgan Chase & Co,JPMorgan / TCIO CAO / CTMO / Funds Transfer Pricing and Interest Rate Risk Analyst,65
308966,Lockheed Martin,"Co-op Technical Spec/Dominic Imbrenda/ Cherry Hill, NJ",70
426555,Vertex Incorporated,Sales Operations & Analytics Support Co-Op,85
436824,ARKA,Software Engineer Co-op,90
436822,ARKA,Artificial Intelligence / Machine Learning Engineer / Co-op,85
420030,FS Investments ,Data Engineering Co-op,90
436730,Independence Blue Cross,College Co-op: Informatics Data Analyst (Pathak),95
388074,JPMorgan Chase & Co,JPMorgan Chase / TCIO / BMA / Retail Credit Risk,89
432651,Matterhorn Capital ,Analyst Co-op,60
380534,Twenty Acre Capital ,Equity/Investment Research Analyst,78
436691,JPMorgan Chase & Co,JPMorgan Chase / Wholesale Lending Services (WLS),65
357690,JPMorgan Chase & Co,JPMorgan Chase / FAIR / Financial Control 2,85
362347,JPMorgan Chase & Co,JPMorgan Chase / Commercial Bank / Term Loan B Wholesale Lending Services,85
369859,JPMorgan Chase & Co,JPMorgan Chase / TCIO / Execution Middle Office / EMO Product Control,75
357789,C. & J. Nyheim Plasma Institute ,Numerical Simulations and Experiments in Plasma and Fluid Systems,35
357085,Glenmede,Quantitative Research Group Co-op,75
302057,BlackRock ,"Quantitative Investment Analyst, Global Allocation Team",85
357520,Glenmede,Investment Strategy Co-op,45
436457,COMCAST CORPORATION,Comcast DE&I Analytics and Reporting Co-op,95
391994,Susquehanna Int'l Group LLP,Trading Operations Co-op,90
362525,Susquehanna Growth Equity ,Susquehanna Growth Equity Venture Capital / Growth Equity Co-op,85
370676,BlackRock ,BlackRock Portfolio Management/Trading Assistant,85
436215,Astrolab,Avionics Engineering Co-op,70
436958,Incyte Corporation ,Data Analytics Co-Op,85
351194,Temple University School of Medicine,Brain Computer Interface (BCI) Research Assistant,40
428279,Northern Children's Services,Behavioral Health Technician,20
425741,University of Pennsylvania,Coordinator,75
388128,Exelon,04691 - Reliability Reporting and Data Analytics - PECO Co-op (Dayo Enilo),85
424831,FringeArts,Financial Arts Management Co-op,25
436674,Drexel University,Research Assistant,45
432270,Drexel University,Astrophysics Research,70
420493,Siemens ,Engineer – Finite Element Analysis,85
437084,Lockheed Martin,Electrical or Systems Engineer (RADAR Systems) - Drexel Co-Op - 679013BR - Michael Lontoc -,65
437077,Lockheed Martin,Electrical or Systems Engineer (RADAR Systems) Drexel Co-Op - 678955BR - Stanley Viss,62
436898,Amphenol CIT ,Quality Engineering Co-op,65
434614,Cardinal Engineering LLC,R&D Engineer for Defense Applications,20
437031,Rhoads ,Co-Op HR,55
436708,Independence Blue Cross,College Co-op: Public Policy Analyst (Bogorad),40
437115,The Malvern School,Assistant Teacher/Teaching Aide Co-op,40
423557,"ESF, Inc. ",Marketing and Communications Intern,40
427440,Drexel University,Assistant Clinic Coordinator,15
437006,SocialLadder,Client Support & Success Co-Op,35
428821,Bright Horizons Family Solutions,Child Care Associate Teacher Co-op,45
426551,Vertex Incorporated,Sales Enablement Co-Op,45
429614,Gift of Life Donor Program,Family Support Services Co-op,25
421556,Axcelus Financial,Compliance Co-op,30
426852,National Alliance on Mental Illness,NAMI HelpLine Information and Resource Referral Specialist,40
429493,New Jersey Angels,Case Management Co-op,30
435493,The Quaker School at Horsham,Social Work Internship,15
305480,Olympik Tots Childcare & Learning Center,Teacher Assistant,30
426119,Germantown Jewish Centre,"Assistant Teacher, Early Childhood Program",10
398674,FS Investments ,PMO (Project Management Office) Co-op,80
428966,Philadelphia College/Osteopathic Med.,Simulation Student Co-Op Assistant,35
418801,Behavior Analysis and Therapy Partners,Behavioral Health Technician,5
426450,Behavior Analysis and Therapy Partners,Personal Care Assistant Applied Behavior Analyst (PCA ABA),40
426291,Behavior Analysis and Therapy Partners,Personal Care Assistant,10
432782,Saint Joseph's University,Direct Scholar,20
431100,Laila Way Behavioral Services,Behavioral Health Technician (BHT),30
437136,Dino's Digital,Business Strategy and Automation Specialist Co-op,65
436683,University of Pennsylvania - Athletic Equipment Operations,Assistant Manager of Rowing Operations,30
436793,Razorfish,Digital Strategist,45
415650,Moberg Analytics,Software Quality Engineer,85
437139,"Medidata Solutions, Inc.",System Analyst Co-op,85
343699,DSM Biomedical,Biomed Manufacturing Engineering Co-op (Jon Busam),40
429930,Viant Medical,Quality Engineer Co-op,15
389197,Exponent,Engineering Assistant,35
385894,KOKO Medical (formerly Early Bird Medical),Product Development Co-op,25
392439,Jabil,"Engineering Co-op, Medical Device",40
429803,West Pharmaceutical Services,ATDE Biosensors Co-op,60
436659,Children's Hospital of Philadelphia,Biomechanical/Mechanical Engineering Student/VG,25
301223,"X-Nav Technologies, LLC",V and V Engineer,85
436605,West Pharmaceutical Services,ARC Gene Delivery Co-op,15
429797,West Pharmaceutical Services,Applied Physical Sciences – Containment Co-Op,50
429808,West Pharmaceutical Services,Research and Development Engineering Co-Op,30
436585,Merck,Vaccine Manufacturing Automation Co-op,55
362567,Jitsik LLC ,"Embedded System Engineer - Driving Simulation, Virtual Reality Startup",65
428683,Children's Hospital of Philadelphia,Student Clinical Research Assistant II,60
436453,"Pharmaceutical Manufacturing Research Services, Inc.",Pharmaceutical Manufacturing Associate,60
436451,Children's Hospital of Philadelphia,Research Technician,40
432851,"Excision Medical, Inc.",Product Development Engineering Co-Op,35
377300,Prosthetic Innovations ,Prosthetic Assistant,30
436317,Genentech (a member of the Roche Group),Biomedical Engineering Co-Op,20
433404,Temple University School of Medicine,Research Assistant - Orthopedic Devices (cervical collar),45
355015,Temple University School of Medicine,Brain Computer Interface (BCI) Software and Interface Development Research Assistant,40
437133,Merck,"Associate Specialist, Process Engineer - Global Engineering Solutions Co-op",30
416439,Drummond Scientific Company,Automation Controls Engineer Co-op,55
422933,Drummond Scientific Company,Medical Product Process Development Associate (Entry-level),25
437110,Johnson & Johnson,MedTech Biomaterials R&D Co-op,40
436920,Johnson & Johnson,SRG Product Development Engineer,58
436841,Merck,Global Workplace & Enterprise Services Site Security Protection Co-op,45
436749,Almac Group,Engineering Co-Op,60
436743,"Drexel University, Center for Functional Fabrics ",Textile Testing Assistant,50
436679,Organon,Co-Op - US Distribution & Logistics Operations,50
436677,Organon,Co-Op - US Demand Planning & Fulfillment,50
424796,JPMorgan Chase & Co,JPMorgan Chase / TCIO / Execution Middle Office / EMO Trade Support,55
349492,JPMorgan Chase & Co,JPMorgan Chase / TCIO / Basel Measurement and Analytics / Capital Data & Rule Development (2),85
436583,Merck,Manufacturing and Reliability Engineering Co-Op,50
436543,Merck,North America Supply Chain Management Co-Op,35
436541,Merck,3DT Materials Co-op,35
436531,Hikma Pharmaceuticals ,Associate Scientist-Validation,50
436530,Hikma Pharmaceuticals ,Manufacturing Engineering,40
357470,Boehringer Laboratories,Engineering Co-op- Medical Devices,30
344321,"Noramco of DE, Inc.",Manufacturing Engineer Co-Op,45
436955,Incyte Corporation ,HEOR Co-op,60
411014,Rutgers University,Temporary Business Administrator,50
421576,Rutgers University,Temporary Business Administrator (Unpaid position),35
437176,BLOCS,Accounting and Finance Co-op,20
419971,"Cohen, Placitella and Roth",Accounting Co-op,25
437143,The Bryn Mawr Trust Company,Finance Co-op,40
398014,U-Combination,Accounting Assistant,49
437135,Pennrose Management Company,Accounting Co-op,20
415522,Exelon,20640- Business Gas Analyst- PECO Co-op (Michael George),65
437125,Summer Salt,Human Resources Management Co-op,25
435790,Quadriga Partners LLC,Analyst Co-op,35
429452,Exelon,79009 -PSC Regulatory North - PHI Co-op (Chris Ventresca),40
426598,College Ave Student Loans LLC,"Accounting, Loan and Financial Operations Co-Op",40
416432,Weber Display & Packaging,Accounting Co-op,30
423632,Morgan Lewis Bockius,Client Analysis and Rate Management Co-Op,45
437079,Macquarie Group,Enterprise Functions - Digital Co-op,78
437067,WRDC,Real Estate Accounting Specialist,25
423572,Morgan Lewis Bockius,Business Operations Co-Op,55
424157,FreeAxez,Accounting Co-op,25
437038,Drexel University,Junior Accountant,45
437034,International Raw Materials Ltd.,Customer Service Co-op,65
437023,FMC Corporation,Financial Analyst Co-Op,35
437019,PJM Interconnection (DZConneX),Financial Analyst Co-Op,35
421642,Exelon,20388- Electric Operations Business Analyst- PECO Co-Op (Dave Milowicki),30
388135,Exelon,20348 BucksMont Work Management-- PECO Co-op (Suzanna Gashinsky),65
424582,SAP America,SAP iXp Intern - Customer Success North America Sales Controlling -Spring/Summer Drexel Co-op 2025,35
437001,Macquarie Group,Global Equities and Multi-Asset Co-Op,75
436984,Macquarie Group,Compliance Co-Op,60
436983,Hersha Hospitality Management (HHM),Investments Analyst Co-Op,45
436981,Hersha Hospitality Management (HHM),Strategic Operations Analyst Co-Op,45
436974,Macquarie Group,Business Analyst Co-Op,85
394439,Allan Myers,Assistant Cost Accountant (PA/MD Locations),50
421829,Allan Myers,Assistant Purchasing Analyst,45
436965,Macquarie Group,ETF Co-Op,60
436943,FMC Corporation,MR&P COE Finance Analyst Co-Op,40
436931,"Diversified, Inc.",Finance Co-op,40
431263,CHUBB,COG Financial Planning and Analysis Co-op,60
430974,CHUBB,COG Financial Planning and Analysis Co-op,65
361558,CHUBB,Co-op Global Treaty Finance Operations,55
436887,Drexel University,Undergraduate Services Coordinator,50
381357,Brown Brothers Harriman & Co.,Corporate Advisory and Banking Co-op,30
424776,MyCIO Wealth Partners LLC,Financial Planning/Wealth Management Co-op #2 (Please apply to both postings),40
377096,MyCIO Wealth Partners LLC,Financial Planning/Wealth Management Co-op #1 (Please apply to both postings),40
377095,MyCIO Wealth Partners LLC,Accounting/Finance Co-op,40
426899,KBRA,CMBS Subscription Analyst,60
433579,Green and Spiegel US LLC,Operations Co-op,35
436865,FMC Corporation,Precision Agriculture Commercial Co-Op,60
436856,Macquarie Group,Quantitative Co-op,85
317861,Becker Wealth Management,"Finance Co-op / Paoli, PA",50
436852,Macquarie Group,Fixed Income Investment Strategy Co-Op,40
434713,"The Siegfried Group, LLP",Facilities Co-op,50
436794,"Ametek, Inc.",Tax Co-op,20
423254,Glenmede,Alternative Investment Services Co-op,40
418232,Exelon,00697-Financial Analyst- BSC Co-op (Nakia Harris),60
436728,Urban Outfitters,Free People Planning and Allocation Co-op,65
308523,Brite Star,E-Commerce Business Co-Op,45
436710,Yale University,Financial Compliance Co-op,30
356542,"Hercules Capital, Inc. ",Investment Analyst,30
436700,"Global Tax Management, Inc.",Tax Automation Solutions Co-op,80
434034,"Global Tax Management, Inc.",Tax Co-Op- Indirect Tax (State & Local Tax -SALT),40
436692,"Global Tax Management, Inc.","Co-op, Transfer Pricing Analyst",45
436678,University of Pennsylvania - Athletic Equipment Operations,Event Operations and Administration Co-op,35
422808,Science History Institute,Accounting Specialist,60
436668,Urban Outfitters,Nuuly Merchandise Planning Co-op,40
325892,"The Neve Group, LTD",Marketing Assistant,40
305901,"The Neve Group, LTD",Small CPA Firm Tax and Accounting Co-op,20
429461,Sylvan Learning Center,Business Director Assistant,40
429001,Cozen O'Connor,Finance Co-Op (General Ledger Accountant),76
397977,"Global Indemnity Group, Inc.",Internal Audit Co-op,60
436522,Citrin Cooperman Advisors LLC,Forensic Advisory Services Co-op,26
436519,Kitching Partners,Accounting Co-op,35
428159,NorthCurrent Partners,Private Equity Co-op,75
436515,Exelon,00696- Financial Analyst Co-op- BSC Co-op (Misha Brown),40
388141,Exelon,00825 - Plant Accounting- PECO Co-op (Samantha Blank),35
436498,Penn Mutual Life Insurance,Assurance Co-Op,40
426344,CHUBB,"Chubb Internal Audit IT Co-op, Philadelphia, PA",85
392214,CHUBB,Chubb Internal Audit Co-Op,65
433795,Children's Hospital of Philadelphia,Investment Operations Co-op,50
432732,"CRC Industries, Inc.",Accounting Co-op,20
436454,Volaris Group,Merger and Acquisition Business Development Co-Op,45
432743,Renovus Capital Partners,Finance and Operations Co-op,20
436387,Gladstone Associates,Junior Analyst,40
436385,Alkali Partners LLC ,Investment Banking Analyst,75
436382,The Michaels Organization,Accounting Co-op,25
436381,Mastery Charter Schools ,Accounting Co-op,30
423103,FinServ Consulting,Management Consulting Co-op,65
427874,Gannon Insurance,Accounting Co-op,20
418798,Gannon Insurance,Business Development Co-op,65
426606,Princeton University,Office of Audit and Compliance- Internal Audit Co-op,75
343180,"Penn Mutual Asset Management, Inc. ",Investments Co-op,60
377619,Essent Guaranty,Accounting Associate,30
437175,"J.T. Thorpe & Son, Inc.",Field Engineer Co-op,45
437150,Meridian Bank ,Credit Analyst Co-op,55
437074,L3Harris Technologies,"Program Finance Co-op / Camden, NJ",40
437016,National Philanthropic Trust ,"Drexel Co-op - Accounting, Finance, and Valuation",20
