Job ID,ChatGPT Score,Company,Position
353885,85,Jitsik LLC ,"Marketing Research Assistant - Driving Simulation, Virtual Reality Startup"
433038,75,Global Citizen,Operations Support
433037,75,Global Citizen,Community Organizer
427770,75,HKA,"Marketing and Communications Associate/Philadelphia, PA"
435690,70,All Around This World,"Elementary Education Curriculum Development for ""World Music Program for Kids"""
338414,70,Megger,Design Assurance Test Co-op
436505,75,Philadelphia Theatre Company,PTC Artistic Department Co-Op
436503,75,Twelve Gates Arts ,Digital Content and Operations Coordinator
429843,65,Moonstone Arts Center ,"Writing, Editing, and Publishing Co-op"
436491,75,"Cleary Strategies, LLC","Public Relations + Communications Design, Social Media, + Research Co-Op"
422715,70,Melissa Harans Studio,Creative Coordinator
403435,55,Melissa Harans Studio,Graphic Design Assistant
436480,85,COMCAST CORPORATION,Comcast Impact & Inclusion Strategic Partnerships and Philanthropy Co-op
436479,65,TCS Group KW ,Content Marketing & Design Co-O
351101,85,Drexel University,Athletic Communications Co-op
432552,75,Bochetto & Lentz,Legal Assistant
426042,75,LAGOS,Digital Marketing and Social Media Co-op
415081,65,American Vegan Society,"Marketing, Events, and Outreach Assistant"
419086,75,New Jersey Angels,Nonprofit Leadership Co-op
436435,70,Da Vinci Art Alliance,Gallery Assistant
436433,75,Allied Global Marketing ,Film/Arts Field Publicity and Promotions Co-op
392920,65,Mama May i,Social Media Community Manager
436425,70,Breslow Partners,Public Relations / Marketing:
433592,70,Black Health Matters,EDITORIAL CO-OPs
416441,75,AMC Delancey Group,Property Management Assistant Co-Op
428551,85,"Marshall Dennehey, P.C.",Marketing and Business Development Co-op
435856,85,Santucci's Original Square Pizza,Social Media and Digital Marketing Coordinator
436418,72,Sesame Place,Sesame Place University Internship
416849,75,Brock and Company ,Marketing Assistant
338142,55,Big Picture Media,Public Relations Co-Op
293712,75,Running Wild LLC,Strategic Marketing and Social Networking Lead/Remote
414898,60,Gigi Burris Millinery ,Communications Position at Gigi Burris Millinery
382655,65,Children's Hospital of Philadelphia,Job Coach Assistant
433692,85,"Greenlane Search Marketing, LLC",Digital Marketing Associate
436404,70,The Bograd Team,Real Estate Marketing Assistant
436388,65,Calcium+Company,Copywriting Co-Op
435854,70,Pennsylvania Horticultural Society ,"Ticket Sales, Event Promotion Co-op"
422770,85,Fanatics,CRM Strategy Co-op
435931,75,"Hotel Maj, LLC",Guest Experience Coordinator
411727,75,RightOn Education ,Game Show Production & Edtech Video Co-op
431707,75,Teachers' Teammates,Communications/Marketing Co-op
351154,75,Temple University School of Medicine,Non-profit Communications and Event Planning Co-op
353371,65,PhillyCAM,TV and Video Production Staff
424335,85,Drexel University,Workforce Development Assistant II: Drexel AmeriCorps Member Program
424326,85,Drexel University,Workforce Development Assistant (Center City): Drexel AmeriCorps Member Program
437081,82,Harding Loevner LP ,Content Associate
416287,75,Joe Hand Promotions,Marketing Co-op
437066,85,"Quench USA, Inc.",Product Marketing & Strategy Intern
357453,75,Glenmede,Human Resources Co-op
437012,75,Janney Montgomery Scott Company,Corporate Communications Co-Op
410675,85,Independence Blue Cross,College Co-op: Government Markets - Acquisition Marketing Analyst (DeRose)
420044,75,Independence Blue Cross,College Co-op: Government Markets - Member Retention Analyst (Moser)
436968,75,"SOUTHCO, Incorporated",Global Marketing Communications Co-Op
429350,75,"Hamilton Lane Advisors, Inc.",Digital Marketing - Project Manager
429352,70,"Hamilton Lane Advisors, Inc.",Private Markets FinTech Sales Analyst
436962,75,"Hamilton Lane Advisors, Inc.",Human Resources Coordinator
429477,75,Glenmede,Client and Account Onboarding Co-Op
433108,75,Independence Blue Cross,College Co-op: Marketing Solutions Co-op (Burnham)
308968,55,Lockheed Martin,"Communications Co-op/Samantha Kupersmith/ Cherry Hill, NJ"
433484,85,FS Investments ,Regulatory Marketing Review Co-op
341648,75,CS Global,Events and Production Co-Op
436703,75,Drexel University,Archival Assistant
419794,85,Glenmede,Endowment & Foundation / Center for Family Philanthropy and Wealth Education Co-op
436675,75,Mastery Charter Schools ,Recruitment Outreach Co-op
436661,85,Independence Blue Cross,College Co-op: Member Marketing Analyst (McIlvaine)
436607,45,Zeichner Risk Analytics (ZRA),"Strategic Graphic Design, Aesthetics, and Communications"
369949,75,FS Investments ,Corporate Communications Co-op
398662,85,FS Investments ,Product Marketing Co-op
398668,85,FS Investments ,Sales Co-op
429105,75,University City Housing,Leasing and Hospitality (Driver's License and Vehicle Required)
429108,75,University City Housing,Leasing and Hospitality
317559,85,Cozen O'Connor,Marketing Co-Op
429261,88,Agilence Inc.,Sales Co-Op
436525,75,Root Cause Insights,Research Recruiter
372394,65,SPS Technologies,Human Resources Co-Op
436499,65,"Burns Engineering, Inc.",Proposal Co-Op
336320,75,"Burns Engineering, Inc.",Marketing Co-op
436482,70,COMCAST CORPORATION,Comcast Corporate Communications Co-op
436481,85,COMCAST CORPORATION,Comcast DE&I Governance and Public Policy Co-op
436477,65,COMCAST CORPORATION,Comcast Communications - Impact & Inclusion (DE&I/Community Impact) Co-op
436475,75,COMCAST CORPORATION,Comcast Digital Internal Comms Co-op
436472,85,COMCAST CORPORATION,Comcast Impact & Inclusion Sponsorships Co-op
436471,70,COMCAST CORPORATION,Comcast Employee Communications Co-op
436461,85,COMCAST CORPORATION,Comcast Employee Engagement Co-op
436448,85,COMCAST CORPORATION,Comcast Consumer Research & Insights Co-op
436438,85,COMCAST CORPORATION,Comcast Editorial Operations Specialist Co-op
436432,80,COMCAST CORPORATION,Comcast Campus Tour Ambassador Co-op
426748,70,Tri County CMO,Social Media Specialist
436427,75,COMCAST CORPORATION,Comcast Business Employee Communications Co-op
433646,85,NeuroFlow ,People and Culture Associate
436416,85,COMCAST CORPORATION,Comcast Campus Experience Co-op
436406,75,COMCAST CORPORATION,Comcast Town Hall Client Engagement Co-op
436330,75,COMCAST CORPORATION,Comcast Town Hall Client Engagement Co-op
436231,75,TREND,Music PR & Social Media Marketing
381297,45,Penn Vet Working Dog Center,Applied Behavior Science - Criminal Justice
359897,75,FMC Corporation,Legal Co-op
353022,70,Joseph J. Peters Institute,Intake/Case Management Assistant
423236,85,Joseph J. Peters Institute,Operations Assistant
344776,85,"PMHCC, Inc.","Forensic Research Assistant, Philadelphia PA"
416255,65,Drexel University,Research Assistant (Juvenile Justice)
358071,85,Drexel University,Jr. IT Security Analyst - Drexel University
426030,60,"Sidkoff, Pincus & Green, P.C.",Legal Assistant Co-op
417383,60,Project Libertad,Legal Assistant - Immigrant Children's Defense Project
433495,65,"Alva, Foster, and Moscow, LLC",Legal Assistant
255311,85,Pfizer Legal Division,Legal Discovery Group Co-op
398800,75,FS Investments ,Compliance Co-op
418137,80,FS Investments ,Third-Party Risk Management (TPRM) Co-op
437138,25,The Learning Experience-Sundance kids,Assistant Teachers
369988,75,Morgan Lewis Bockius,Billing Co-Op
437048,65,Digitas Health ,"Associate, Copy Editor"
437041,55,Digitas Health ,"Associate, Copywriter"
436934,85,National Board of Medical Examiners,Software Vulnerability Analyst
377812,85,Duane Morris LLP,Information Resources / Research Services Co-op
437148,85,Mastery Charter Schools,Recruitment Co-op (Teacher Residencies and Partnerships)
436795,55,Razorfish,Associate Copywriter
428281,70,Northern Children's Services,Human Resources Intern
429123,30,ConeTec Inc,Field Engineer Co-Op
422718,45,Bartram's Garden,Plant Recorder
427122,20,"D.W. Kozera, Inc.",Geotechnical Engineering Coop
425384,70,Javits Center,Sustainability Co-op/Intern
437128,45,Summer Salt,Regenerative Agriculture Co-Op
423012,45,Academy of Natural Sciences,Science Shop Assistant Coordinator
171391,70,"CSL Services, Inc.",Field Technician/Assistant Data Analyst (20 Minutes From Campus)
437107,60,Philadelphia Water Department,PWD Northeast Water Pollution Control Plant / Joshua Simpson/ Philadelphia PA
420347,45,Philadelphia Water Department,"Post Construction/Development Services Unit/Travis Stables/Philadelphia, Pa"
341830,75,Philadelphia Water Department,"PWD Green Stormwater Infrastructure Monitoring Co-Op/William Nichols/ Philadelphia, PA"
306501,60,Philadelphia Water Department,Engineering Co-op Southwest Plant/  Maulin Gandhi / Philadelphia
437002,60,Urban Outfitters,URBN Sustainability and Compliance Coordinator Co-op
436990,45,Summer Salt,Lead Coffee Coordinator
426720,40,Philadelphia Water Department,"PWD Hydrology and Hydraulics Modeling/Mitchell Johnson/Philadelphia, PA"
328367,20,Philadelphia Water Department,"Construction Management Co-op/Engineering/Walid El-Morshedy/ Philadelphia, PA"
300025,55,Philadelphia Water Department,Backflow Compliance Engineering Services Co-op/Farrell Lawrence
424675,45,Summer Salt,Culinary Arts Co-op
405854,65,Philly AIDS Thrift,Fashion Clothing Assistant - Thrift Store
429425,40,American Water,Planning Engineer
429428,45,American Water,Civil Engineering - Technical Services
436706,30,"GEI Consultants, Inc.",Environmental Co-op
436590,40,Site Design Concepts,Project Designer
436589,85,South Jersey Industries,Project Management
436588,78,South Jersey Industries,Natural Gas Scheduler
353342,30,Arcadis,"Environmental Engineering Co-op/ Wilmington, DE"
353247,25,Arcadis,"Environmental Engineering Co-op (Newtown/Yardley, PA)"
3564,45,David Blackmore and Associates,GeoTechnical Technician
395414,40,"Richard E. Pierson Construction Co., Inc.","Project/Field Engineer/Estimator - South & Central NJ, and/or Delaware, SE PA"
358376,45,AKRF,Engineering Co-op
432340,40,The Elmwood Park Zoo,Zookeeping + Conservation Education Co-op
436431,55,City of Philadelphia,Capital Projects Co-op
22738,50,"Roux Associates, Inc.",Staff Assist Engineer/Scientist/Geologist Co-op
436378,45,Pennsylvania Horticultural Society ,Farm and Community Engagement Assistant
433617,45,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Aberdeen
433616,30,"Hillis-Carnes Engineering Associates, Inc. ",Geotechnical Technician - Salisbury
433615,45,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Lehigh Valley
431005,55,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Pittsburgh
431004,40,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - State College
431003,30,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Harrisburg
430305,35,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Philadelphia
437030,75,South Jersey Industries,REV Finance and Compliance Co-op
371745,60,SPS Technologies,Environmental Health & Safety Co-Op
325423,35,XL Insurance,Environmental Risk Consulting Co-op
434491,85,Penn Medicine,Corporate Sustainability Co-op
387175,50,Penn Vet Working Dog Center,Performance Medicine for Canine Athletes
437044,75,International Raw Materials Ltd.,Development Services Co-Op
342867,55,Philadelphia Water Department,"PWD Co-op / Projects Control / Erik Smith: Philadelphia, PA"
394257,40,Philadelphia Water Department,"GSI Unit/GSI Design Group – Karly Soldner /Philadelphia, PA"
426423,30,American Water,Construction Engineer
423936,25,Colliers Engineering & Design,Civil/Site Engineering Co-Op
436810,60,C.S. Davidson,Urban Planner
357675,45,Schnabel Engineering ,"Civil Engineering Co-op/Intern (Chadds Ford, PA)"
436860,30,ARM Group Inc. ,Staff Engineer (Solid Waste Focus) Co-op
353687,85,C. & J. Nyheim Plasma Institute ,Data Analysis in Space Plasma Physics
348375,40,"Earth Engineering, Inc.",Geotechnical Co-op/Intern
437164,85,Korn Ferry,"Assistant Operations Analyst/Philadelphia, PA"
78300,85,U-Combination,Sales Assistant
437093,85,Labademic Incorporated,Non-Profit Management Co-op
437040,85,International Raw Materials Ltd.,Fertilizer Co-Op
436932,80,Children's Hospital of Philadelphia,Community Impact Program Assistant
392118,75,CHUBB,COG Co-op Global Treaty Outward
362071,75,CHUBB,COG Co-op– Global Treaty
362072,75,CHUBB,COG Co-op Global Treaty Financial Reporting
361974,75,CHUBB,COG Co-op Finance
436791,85,EMSDC Eastern Minority Supplier Development Council,EMSDC Business Development Intern (BDI)
436386,65,Calcium+Company,Art Co-Op
420675,85,BlackRock ,Business Operations Co-Op - Global Accounting & Product Services
420677,85,BlackRock ,Business Operations Co-Op - Data  Operations
420681,85,BlackRock ,Business Operations Co-Op - Global Investment Operations
420682,85,BlackRock ,Business Operations Co-Op - Portfolio Compliance
423444,60,The Athenaeum of Philadelphia,Archival Co-op - Digitization Assistant
436493,85,COMCAST CORPORATION,Comcast Content Acquisition Strategy Analyst Co-op
436462,85,COMCAST CORPORATION,Comcast Political Affairs Co-op
435773,75,"MMB Contractors, Inc.",Estimator for Construction and Real Estate
437098,75,Morgan Lewis Bockius,Accounts Receivable Co-Op
433606,75,Venerable ,Finance/Accounting Co-Op
433607,85,Venerable ,Quantitative Co-Op - Hedging Operations
433613,85,Digitas Health ,"Associate, Data and Analytics, Digitas Health"
436908,85,Venerable ,Co-Op - Financial Risk Management
436901,85,Venerable ,Actuarial Co-op Student in Finance Organization
433394,85,Children's Hospital of Philadelphia,Data Scientist - Co-op
436660,85,Susquehanna Int'l Group LLP,Technical Business Analyst Co-op
436608,75,Twinleaf,Quantum sensor optimizer
436567,85,Children's Hospital of Philadelphia,Hospital Clinical Data Analyst - Co-op
436566,85,Children's Hospital of Philadelphia,Data Trust Analyst - Co-Op
436504,70,John Middleton Co.,Altria (John Middleton Co.) Quality Engineer Drexel Co-op
436502,85,Osage University Partners,Venture Capital Co-op
432700,85,Campbell Soup Company,Corporate Audit Data Analytics Co-op
416970,85,Drexel University,Mathematics Research Co-op
417303,85,TPG Angelo Gordon  ,Hedge Fund Operations Co-Op
435876,75,Philadelphia Phillies,Quantitative Analyst Associate
437071,75,"Quench USA, Inc.",Business Intelligence Intern
433596,75,Marlette Funding,Loss Forecast/Vehicle Equity Loan Co-Op
427229,85,Rockwood Wealth Management,Financial Planning/Trading Co-Op
429356,85,"Hamilton Lane Advisors, Inc.",Portfolio Management Group Analyst
422655,85,"Hamilton Lane Advisors, Inc.",Fintech Data Analyst
416404,80,Independence Blue Cross,College Co-op: Data Insights & Reporting Analyst (Revak)
436927,65,"Nova Photonics, Inc. ",Physics/Engineering Co-Op
436863,85,Merck,"Global Workplace & Enterprise Services , Data Strategy and Analytics Co-op"
436839,85,Merck,Global Supplier Management Group Procurement Data Analytics Co-op
411808,85,FS Investments ,Sales Strategy and Analytics Co-op
429544,78,Cigna Corporation,Actuarial Co-Op
424545,85,FS Investments ,Engineering Quality Assurance Co-op
436548,85,Merck,Global Supplier Management Group- Procurement Strategic Operations Co-Op
436375,75,COMCAST CORPORATION,Comcast Data Engineer Co-op
436332,85,Monitoring Analytics,Co-op Experience
416512,80,PearlX,Technology Co-op (Drexel)
437174,82,Group One Trading,Trading Analyst Co-op
404474,75,Philly Office Retail ,Accounting + Bookkeeping Associate Co-op
359895,65,FMC Corporation,Internal Controls Co-Op
398037,85,SAP America,SAP Student Training and Rotation (STAR) Program- Development Focus Spring/Summer Drexel Co-op 2025
361977,75,CHUBB,COG Financial Reporting Co-op
426900,75,KBRA,CMBS Surveillance Analyst
436723,85,Urban Outfitters,URBN Data Analyst Co-op
436699,85,Urban Outfitters,Nuuly Marketing Analytics Co-op
429807,45,West Pharmaceutical Services,Materials Predevelopment R&D Co-op
436579,70,Independence Blue Cross,College Co-op: BTS Provider Solutions Analyst (Furia)
425319,70,RightOn Education ,User Experience and Research Co-op
416920,70,Resolution Life US,AI Data Scientist
437078,70,Lockheed Martin,Engineering Drexel Co-Op - 679041BR - Rut Rivera-Beltran
437075,55,Lockheed Martin,Systems Engineer (Modeling & Simulation) Drexel Co-Op - 678857BR - Jill Frassetto
376402,50,Penn State University,Science and Technology Applied to Navigation Co-Op
382056,60,Penn State University,"Navigation, Estimation, and Controls Co-Op"
357781,75,JPMorgan Chase & Co,JPMorgan / TCIO CAO / CTMO / Funds Transfer Pricing and Interest Rate Risk Analyst
308966,65,Lockheed Martin,"Co-op Technical Spec/Dominic Imbrenda/ Cherry Hill, NJ"
426555,85,Vertex Incorporated,Sales Operations & Analytics Support Co-Op
436824,75,ARKA,Software Engineer Co-op
436822,85,ARKA,Artificial Intelligence / Machine Learning Engineer / Co-op
420030,85,FS Investments ,Data Engineering Co-op
436730,75,Independence Blue Cross,College Co-op: Informatics Data Analyst (Pathak)
388074,80,JPMorgan Chase & Co,JPMorgan Chase / TCIO / BMA / Retail Credit Risk
432651,80,Matterhorn Capital ,Analyst Co-op
380534,85,Twenty Acre Capital ,Equity/Investment Research Analyst
436691,80,JPMorgan Chase & Co,JPMorgan Chase / Wholesale Lending Services (WLS)
357690,75,JPMorgan Chase & Co,JPMorgan Chase / FAIR / Financial Control 2
362347,85,JPMorgan Chase & Co,JPMorgan Chase / Commercial Bank / Term Loan B Wholesale Lending Services
369859,75,JPMorgan Chase & Co,JPMorgan Chase / TCIO / Execution Middle Office / EMO Product Control
357789,75,C. & J. Nyheim Plasma Institute ,Numerical Simulations and Experiments in Plasma and Fluid Systems
357085,75,Glenmede,Quantitative Research Group Co-op
302057,70,BlackRock ,"Quantitative Investment Analyst, Global Allocation Team"
357520,65,Glenmede,Investment Strategy Co-op
436457,85,COMCAST CORPORATION,Comcast DE&I Analytics and Reporting Co-op
391994,85,Susquehanna Int'l Group LLP,Trading Operations Co-op
362525,80,Susquehanna Growth Equity ,Susquehanna Growth Equity Venture Capital / Growth Equity Co-op
370676,85,BlackRock ,BlackRock Portfolio Management/Trading Assistant
436215,35,Astrolab,Avionics Engineering Co-op
436958,75,Incyte Corporation ,Data Analytics Co-Op
351194,60,Temple University School of Medicine,Brain Computer Interface (BCI) Research Assistant
428279,45,Northern Children's Services,Behavioral Health Technician
425741,85,University of Pennsylvania,Coordinator
388128,80,Exelon,04691 - Reliability Reporting and Data Analytics - PECO Co-op (Dayo Enilo)
424831,75,FringeArts,Financial Arts Management Co-op
436674,60,Drexel University,Research Assistant
432270,70,Drexel University,Astrophysics Research
420493,60,Siemens ,Engineer – Finite Element Analysis
437084,30,Lockheed Martin,Electrical or Systems Engineer (RADAR Systems) - Drexel Co-Op - 679013BR - Michael Lontoc -
437077,25,Lockheed Martin,Electrical or Systems Engineer (RADAR Systems) Drexel Co-Op - 678955BR - Stanley Viss
436898,30,Amphenol CIT ,Quality Engineering Co-op
434614,35,Cardinal Engineering LLC,R&D Engineer for Defense Applications
437031,75,Rhoads ,Co-Op HR
436708,70,Independence Blue Cross,College Co-op: Public Policy Analyst (Bogorad)
437115,30,The Malvern School,Assistant Teacher/Teaching Aide Co-op
423557,85,"ESF, Inc. ",Marketing and Communications Intern
427440,65,Drexel University,Assistant Clinic Coordinator
437006,75,SocialLadder,Client Support & Success Co-Op
428821,55,Bright Horizons Family Solutions,Child Care Associate Teacher Co-op
426551,85,Vertex Incorporated,Sales Enablement Co-Op
429614,50,Gift of Life Donor Program,Family Support Services Co-op
421556,75,Axcelus Financial,Compliance Co-op
426852,45,National Alliance on Mental Illness,NAMI HelpLine Information and Resource Referral Specialist
429493,55,New Jersey Angels,Case Management Co-op
435493,45,The Quaker School at Horsham,Social Work Internship
305480,65,Olympik Tots Childcare & Learning Center,Teacher Assistant
426119,45,Germantown Jewish Centre,"Assistant Teacher, Early Childhood Program"
398674,75,FS Investments ,PMO (Project Management Office) Co-op
428966,70,Philadelphia College/Osteopathic Med.,Simulation Student Co-Op Assistant
418801,50,Behavior Analysis and Therapy Partners,Behavioral Health Technician
426450,25,Behavior Analysis and Therapy Partners,Personal Care Assistant Applied Behavior Analyst (PCA ABA)
426291,65,Behavior Analysis and Therapy Partners,Personal Care Assistant
432782,60,Saint Joseph's University,Direct Scholar
431100,65,Laila Way Behavioral Services,Behavioral Health Technician (BHT)
437136,85,Dino's Digital,Business Strategy and Automation Specialist Co-op
436683,65,University of Pennsylvania - Athletic Equipment Operations,Assistant Manager of Rowing Operations
436793,85,Razorfish,Digital Strategist
415650,75,Moberg Analytics,Software Quality Engineer
437139,85,"Medidata Solutions, Inc.",System Analyst Co-op
343699,30,DSM Biomedical,Biomed Manufacturing Engineering Co-op (Jon Busam)
429930,55,Viant Medical,Quality Engineer Co-op
389197,45,Exponent,Engineering Assistant
385894,30,KOKO Medical (formerly Early Bird Medical),Product Development Co-op
392439,50,Jabil,"Engineering Co-op, Medical Device"
429803,40,West Pharmaceutical Services,ATDE Biosensors Co-op
436659,40,Children's Hospital of Philadelphia,Biomechanical/Mechanical Engineering Student/VG
301223,55,"X-Nav Technologies, LLC",V and V Engineer
436605,25,West Pharmaceutical Services,ARC Gene Delivery Co-op
429797,45,West Pharmaceutical Services,Applied Physical Sciences – Containment Co-Op
429808,45,West Pharmaceutical Services,Research and Development Engineering Co-Op
436585,70,Merck,Vaccine Manufacturing Automation Co-op
362567,60,Jitsik LLC ,"Embedded System Engineer - Driving Simulation, Virtual Reality Startup"
428683,35,Children's Hospital of Philadelphia,Student Clinical Research Assistant II
436453,35,"Pharmaceutical Manufacturing Research Services, Inc.",Pharmaceutical Manufacturing Associate
436451,35,Children's Hospital of Philadelphia,Research Technician
432851,35,"Excision Medical, Inc.",Product Development Engineering Co-Op
377300,25,Prosthetic Innovations ,Prosthetic Assistant
436317,30,Genentech (a member of the Roche Group),Biomedical Engineering Co-Op
433404,40,Temple University School of Medicine,Research Assistant - Orthopedic Devices (cervical collar)
355015,45,Temple University School of Medicine,Brain Computer Interface (BCI) Software and Interface Development Research Assistant
437133,35,Merck,"Associate Specialist, Process Engineer - Global Engineering Solutions Co-op"
416439,45,Drummond Scientific Company,Automation Controls Engineer Co-op
422933,40,Drummond Scientific Company,Medical Product Process Development Associate (Entry-level)
437110,30,Johnson & Johnson,MedTech Biomaterials R&D Co-op
436920,30,Johnson & Johnson,SRG Product Development Engineer
436841,50,Merck,Global Workplace & Enterprise Services Site Security Protection Co-op
436749,25,Almac Group,Engineering Co-Op
436743,60,"Drexel University, Center for Functional Fabrics ",Textile Testing Assistant
436679,75,Organon,Co-Op - US Distribution & Logistics Operations
436677,65,Organon,Co-Op - US Demand Planning & Fulfillment
424796,80,JPMorgan Chase & Co,JPMorgan Chase / TCIO / Execution Middle Office / EMO Trade Support
349492,85,JPMorgan Chase & Co,JPMorgan Chase / TCIO / Basel Measurement and Analytics / Capital Data & Rule Development (2)
436583,35,Merck,Manufacturing and Reliability Engineering Co-Op
436543,65,Merck,North America Supply Chain Management Co-Op
436541,25,Merck,3DT Materials Co-op
436531,50,Hikma Pharmaceuticals ,Associate Scientist-Validation
436530,65,Hikma Pharmaceuticals ,Manufacturing Engineering
357470,30,Boehringer Laboratories,Engineering Co-op- Medical Devices
344321,55,"Noramco of DE, Inc.",Manufacturing Engineer Co-Op
436955,85,Incyte Corporation ,HEOR Co-op
411014,85,Rutgers University,Temporary Business Administrator
421576,85,Rutgers University,Temporary Business Administrator (Unpaid position)
437176,75,BLOCS,Accounting and Finance Co-op
419971,60,"Cohen, Placitella and Roth",Accounting Co-op
437143,75,The Bryn Mawr Trust Company,Finance Co-op
398014,75,U-Combination,Accounting Assistant
437135,60,Pennrose Management Company,Accounting Co-op
415522,80,Exelon,20640- Business Gas Analyst- PECO Co-op (Michael George)
437125,85,Summer Salt,Human Resources Management Co-op
435790,80,Quadriga Partners LLC,Analyst Co-op
429452,85,Exelon,79009 -PSC Regulatory North - PHI Co-op (Chris Ventresca)
426598,65,College Ave Student Loans LLC,"Accounting, Loan and Financial Operations Co-Op"
416432,75,Weber Display & Packaging,Accounting Co-op
423632,75,Morgan Lewis Bockius,Client Analysis and Rate Management Co-Op
437079,85,Macquarie Group,Enterprise Functions - Digital Co-op
437067,70,WRDC,Real Estate Accounting Specialist
423572,70,Morgan Lewis Bockius,Business Operations Co-Op
424157,75,FreeAxez,Accounting Co-op
437038,75,Drexel University,Junior Accountant
437034,75,International Raw Materials Ltd.,Customer Service Co-op
437023,70,FMC Corporation,Financial Analyst Co-Op
437019,85,PJM Interconnection (DZConneX),Financial Analyst Co-Op
421642,85,Exelon,20388- Electric Operations Business Analyst- PECO Co-Op (Dave Milowicki)
388135,85,Exelon,20348 BucksMont Work Management-- PECO Co-op (Suzanna Gashinsky)
424582,85,SAP America,SAP iXp Intern - Customer Success North America Sales Controlling -Spring/Summer Drexel Co-op 2025
437001,85,Macquarie Group,Global Equities and Multi-Asset Co-Op
436984,85,Macquarie Group,Compliance Co-Op
436983,75,Hersha Hospitality Management (HHM),Investments Analyst Co-Op
436981,75,Hersha Hospitality Management (HHM),Strategic Operations Analyst Co-Op
436974,85,Macquarie Group,Business Analyst Co-Op
394439,65,Allan Myers,Assistant Cost Accountant (PA/MD Locations)
421829,85,Allan Myers,Assistant Purchasing Analyst
436965,75,Macquarie Group,ETF Co-Op
436943,70,FMC Corporation,MR&P COE Finance Analyst Co-Op
436931,75,"Diversified, Inc.",Finance Co-op
431263,75,CHUBB,COG Financial Planning and Analysis Co-op
430974,85,CHUBB,COG Financial Planning and Analysis Co-op
361558,85,CHUBB,Co-op Global Treaty Finance Operations
436887,85,Drexel University,Undergraduate Services Coordinator
381357,75,Brown Brothers Harriman & Co.,Corporate Advisory and Banking Co-op
424776,85,MyCIO Wealth Partners LLC,Financial Planning/Wealth Management Co-op #2 (Please apply to both postings)
377096,75,MyCIO Wealth Partners LLC,Financial Planning/Wealth Management Co-op #1 (Please apply to both postings)
377095,85,MyCIO Wealth Partners LLC,Accounting/Finance Co-op
426899,75,KBRA,CMBS Subscription Analyst
433579,85,Green and Spiegel US LLC,Operations Co-op
436865,85,FMC Corporation,Precision Agriculture Commercial Co-Op
436856,85,Macquarie Group,Quantitative Co-op
317861,85,Becker Wealth Management,"Finance Co-op / Paoli, PA"
436852,70,Macquarie Group,Fixed Income Investment Strategy Co-Op
434713,75,"The Siegfried Group, LLP",Facilities Co-op
436794,70,"Ametek, Inc.",Tax Co-op
423254,75,Glenmede,Alternative Investment Services Co-op
418232,75,Exelon,00697-Financial Analyst- BSC Co-op (Nakia Harris)
436728,75,Urban Outfitters,Free People Planning and Allocation Co-op
308523,85,Brite Star,E-Commerce Business Co-Op
436710,70,Yale University,Financial Compliance Co-op
356542,75,"Hercules Capital, Inc. ",Investment Analyst
436700,70,"Global Tax Management, Inc.",Tax Automation Solutions Co-op
434034,65,"Global Tax Management, Inc.",Tax Co-Op- Indirect Tax (State & Local Tax -SALT)
436692,80,"Global Tax Management, Inc.","Co-op, Transfer Pricing Analyst"
436678,80,University of Pennsylvania - Athletic Equipment Operations,Event Operations and Administration Co-op
422808,85,Science History Institute,Accounting Specialist
436668,75,Urban Outfitters,Nuuly Merchandise Planning Co-op
325892,85,"The Neve Group, LTD",Marketing Assistant
305901,75,"The Neve Group, LTD",Small CPA Firm Tax and Accounting Co-op
429461,85,Sylvan Learning Center,Business Director Assistant
429001,75,Cozen O'Connor,Finance Co-Op (General Ledger Accountant)
397977,75,"Global Indemnity Group, Inc.",Internal Audit Co-op
436522,70,Citrin Cooperman Advisors LLC,Forensic Advisory Services Co-op
436519,65,Kitching Partners,Accounting Co-op
428159,50,NorthCurrent Partners,Private Equity Co-op
436515,85,Exelon,00696- Financial Analyst Co-op- BSC Co-op (Misha Brown)
388141,80,Exelon,00825 - Plant Accounting- PECO Co-op (Samantha Blank)
436498,85,Penn Mutual Life Insurance,Assurance Co-Op
426344,75,CHUBB,"Chubb Internal Audit IT Co-op, Philadelphia, PA"
392214,82,CHUBB,Chubb Internal Audit Co-Op
433795,75,Children's Hospital of Philadelphia,Investment Operations Co-op
432732,55,"CRC Industries, Inc.",Accounting Co-op
436454,70,Volaris Group,Merger and Acquisition Business Development Co-Op
432743,65,Renovus Capital Partners,Finance and Operations Co-op
436387,85,Gladstone Associates,Junior Analyst
436385,65,Alkali Partners LLC ,Investment Banking Analyst
436382,80,The Michaels Organization,Accounting Co-op
436381,75,Mastery Charter Schools ,Accounting Co-op
423103,75,FinServ Consulting,Management Consulting Co-op
427874,85,Gannon Insurance,Accounting Co-op
418798,85,Gannon Insurance,Business Development Co-op
426606,85,Princeton University,Office of Audit and Compliance- Internal Audit Co-op
