Position ID,Company,Position,Score
435690,All Around This World,"Elementary Education Curriculum Development for ""World Music Program for Kids""",20
338414,Megger,Design Assurance Test Co-op,90
436505,Philadelphia Theatre Company,PTC Artistic Department Co-Op,30
436503,Twelve Gates Arts ,Digital Content and Operations Coordinator,35
429843,Moonstone Arts Center ,"Writing, Editing, and Publishing Co-op",35
436491,"Cleary Strategies, LLC","Public Relations + Communications Design, Social Media, + Research Co-Op",10
422715,Melissa Harans Studio,Creative Coordinator,35
403435,Melissa Harans Studio,Graphic Design Assistant,40
436480,COMCAST CORPORATION,Comcast Impact & Inclusion Strategic Partnerships and Philanthropy Co-op,65
436479,TCS Group KW ,Content Marketing & Design Co-O,55
351101,Drexel University,Athletic Communications Co-op,55
432552,Bochetto & Lentz,Legal Assistant,25
426042,LAGOS,Digital Marketing and Social Media Co-op,40
415081,American Vegan Society,"Marketing, Events, and Outreach Assistant",45
419086,New Jersey Angels,Nonprofit Leadership Co-op,35
436435,Da Vinci Art Alliance,Gallery Assistant,35
436433,Allied Global Marketing ,Film/Arts Field Publicity and Promotions Co-op,40
392920,Mama May i,Social Media Community Manager,25
436425,Breslow Partners,Public Relations / Marketing:,15
433592,Black Health Matters,EDITORIAL CO-OPs,30
416441,AMC Delancey Group,Property Management Assistant Co-Op,40
428551,"Marshall Dennehey, P.C.",Marketing and Business Development Co-op,40
435856,Santucci's Original Square Pizza,Social Media and Digital Marketing Coordinator,45
436418,Sesame Place,Sesame Place University Internship,30
416849,Brock and Company ,Marketing Assistant,30
338142,Big Picture Media,Public Relations Co-Op,40
293712,Running Wild LLC,Strategic Marketing and Social Networking Lead/Remote,35
414898,Gigi Burris Millinery ,Communications Position at Gigi Burris Millinery,20
382655,Children's Hospital of Philadelphia,Job Coach Assistant,25
433692,"Greenlane Search Marketing, LLC",Digital Marketing Associate,60
436404,The Bograd Team,Real Estate Marketing Assistant,55
436388,Calcium+Company,Copywriting Co-Op,40
435854,Pennsylvania Horticultural Society ,"Ticket Sales, Event Promotion Co-op",20
422770,Fanatics,CRM Strategy Co-op,65
435931,"Hotel Maj, LLC",Guest Experience Coordinator,40
411727,RightOn Education ,Game Show Production & Edtech Video Co-op,45
431707,Teachers' Teammates,Communications/Marketing Co-op,42
351154,Temple University School of Medicine,Non-profit Communications and Event Planning Co-op,35
353371,PhillyCAM,TV and Video Production Staff,35
424335,Drexel University,Workforce Development Assistant II: Drexel AmeriCorps Member Program,40
424326,Drexel University,Workforce Development Assistant (Center City): Drexel AmeriCorps Member Program,80
437081,Harding Loevner LP ,Content Associate,40
416287,Joe Hand Promotions,Marketing Co-op,45
437066,"Quench USA, Inc.",Product Marketing & Strategy Intern,55
357453,Glenmede,Human Resources Co-op,40
437012,Janney Montgomery Scott Company,Corporate Communications Co-Op,25
410675,Independence Blue Cross,College Co-op: Government Markets - Acquisition Marketing Analyst (DeRose),38
420044,Independence Blue Cross,College Co-op: Government Markets - Member Retention Analyst (Moser),40
436968,"SOUTHCO, Incorporated",Global Marketing Communications Co-Op,45
429350,"Hamilton Lane Advisors, Inc.",Digital Marketing - Project Manager,50
429352,"Hamilton Lane Advisors, Inc.",Private Markets FinTech Sales Analyst,75
436962,"Hamilton Lane Advisors, Inc.",Human Resources Coordinator,35
429477,Glenmede,Client and Account Onboarding Co-Op,45
433108,Independence Blue Cross,College Co-op: Marketing Solutions Co-op (Burnham),70
308968,Lockheed Martin,"Communications Co-op/Samantha Kupersmith/ Cherry Hill, NJ",45
433484,FS Investments ,Regulatory Marketing Review Co-op,40
341648,CS Global,Events and Production Co-Op,70
436703,Drexel University,Archival Assistant,40
419794,Glenmede,Endowment & Foundation / Center for Family Philanthropy and Wealth Education Co-op,68
436675,Mastery Charter Schools ,Recruitment Outreach Co-op,45
436661,Independence Blue Cross,College Co-op: Member Marketing Analyst (McIlvaine),45
436607,Zeichner Risk Analytics (ZRA),"Strategic Graphic Design, Aesthetics, and Communications",20
369949,FS Investments ,Corporate Communications Co-op,40
398662,FS Investments ,Product Marketing Co-op,60
398668,FS Investments ,Sales Co-op,70
429105,University City Housing,Leasing and Hospitality (Driver's License and Vehicle Required),42
429108,University City Housing,Leasing and Hospitality,30
317559,Cozen O'Connor,Marketing Co-Op,55
429261,Agilence Inc.,Sales Co-Op,50
436525,Root Cause Insights,Research Recruiter,20
372394,SPS Technologies,Human Resources Co-Op,55
436499,"Burns Engineering, Inc.",Proposal Co-Op,32
336320,"Burns Engineering, Inc.",Marketing Co-op,45
436482,COMCAST CORPORATION,Comcast Corporate Communications Co-op,65
436481,COMCAST CORPORATION,Comcast DE&I Governance and Public Policy Co-op,50
436477,COMCAST CORPORATION,Comcast Communications - Impact & Inclusion (DE&I/Community Impact) Co-op,40
436475,COMCAST CORPORATION,Comcast Digital Internal Comms Co-op,45
436472,COMCAST CORPORATION,Comcast Impact & Inclusion Sponsorships Co-op,65
436471,COMCAST CORPORATION,Comcast Employee Communications Co-op,40
436461,COMCAST CORPORATION,Comcast Employee Engagement Co-op,60
436448,COMCAST CORPORATION,Comcast Consumer Research & Insights Co-op,70
436438,COMCAST CORPORATION,Comcast Editorial Operations Specialist Co-op,58
436432,COMCAST CORPORATION,Comcast Campus Tour Ambassador Co-op,60
426748,Tri County CMO,Social Media Specialist,40
436427,COMCAST CORPORATION,Comcast Business Employee Communications Co-op,65
433646,NeuroFlow ,People and Culture Associate,20
436416,COMCAST CORPORATION,Comcast Campus Experience Co-op,60
436406,COMCAST CORPORATION,Comcast Town Hall Client Engagement Co-op,50
436330,COMCAST CORPORATION,Comcast Town Hall Client Engagement Co-op,45
436231,TREND,Music PR & Social Media Marketing,40
381297,Penn Vet Working Dog Center,Applied Behavior Science - Criminal Justice,45
359897,FMC Corporation,Legal Co-op,55
353022,Joseph J. Peters Institute,Intake/Case Management Assistant,10
423236,Joseph J. Peters Institute,Operations Assistant,65
344776,"PMHCC, Inc.","Forensic Research Assistant, Philadelphia PA",75
416255,Drexel University,Research Assistant (Juvenile Justice),30
358071,Drexel University,Jr. IT Security Analyst - Drexel University,85
426030,"Sidkoff, Pincus & Green, P.C.",Legal Assistant Co-op,25
417383,Project Libertad,Legal Assistant - Immigrant Children's Defense Project,10
433495,"Alva, Foster, and Moscow, LLC",Legal Assistant,45
255311,Pfizer Legal Division,Legal Discovery Group Co-op,47
398800,FS Investments ,Compliance Co-op,50
418137,FS Investments ,Third-Party Risk Management (TPRM) Co-op,60
437138,The Learning Experience-Sundance kids,Assistant Teachers,25
369988,Morgan Lewis Bockius,Billing Co-Op,30
437048,Digitas Health ,"Associate, Copy Editor",30
437041,Digitas Health ,"Associate, Copywriter",40
436934,National Board of Medical Examiners,Software Vulnerability Analyst,86
377812,Duane Morris LLP,Information Resources / Research Services Co-op,85
437148,Mastery Charter Schools,Recruitment Co-op (Teacher Residencies and Partnerships),35
436795,Razorfish,Associate Copywriter,25
428281,Northern Children's Services,Human Resources Intern,45
429123,ConeTec Inc,Field Engineer Co-Op,35
422718,Bartram's Garden,Plant Recorder,15
427122,"D.W. Kozera, Inc.",Geotechnical Engineering Coop,10
425384,Javits Center,Sustainability Co-op/Intern,20
437128,Summer Salt,Regenerative Agriculture Co-Op,15
423012,Academy of Natural Sciences,Science Shop Assistant Coordinator,50
171391,"CSL Services, Inc.",Field Technician/Assistant Data Analyst (20 Minutes From Campus),30
437107,Philadelphia Water Department,PWD Northeast Water Pollution Control Plant / Joshua Simpson/ Philadelphia PA,35
420347,Philadelphia Water Department,"Post Construction/Development Services Unit/Travis Stables/Philadelphia, Pa",35
341830,Philadelphia Water Department,"PWD Green Stormwater Infrastructure Monitoring Co-Op/William Nichols/ Philadelphia, PA",40
306501,Philadelphia Water Department,Engineering Co-op Southwest Plant/  Maulin Gandhi / Philadelphia,35
437002,Urban Outfitters,URBN Sustainability and Compliance Coordinator Co-op,42
436990,Summer Salt,Lead Coffee Coordinator,15
426720,Philadelphia Water Department,"PWD Hydrology and Hydraulics Modeling/Mitchell Johnson/Philadelphia, PA",35
328367,Philadelphia Water Department,"Construction Management Co-op/Engineering/Walid El-Morshedy/ Philadelphia, PA",30
300025,Philadelphia Water Department,Backflow Compliance Engineering Services Co-op/Farrell Lawrence,30
424675,Summer Salt,Culinary Arts Co-op,10
405854,Philly AIDS Thrift,Fashion Clothing Assistant - Thrift Store,30
429425,American Water,Planning Engineer,35
429428,American Water,Civil Engineering - Technical Services,30
436706,"GEI Consultants, Inc.",Environmental Co-op,5
436590,Site Design Concepts,Project Designer,30
436589,South Jersey Industries,Project Management,70
436588,South Jersey Industries,Natural Gas Scheduler,45
353342,Arcadis,"Environmental Engineering Co-op/ Wilmington, DE",35
353247,Arcadis,"Environmental Engineering Co-op (Newtown/Yardley, PA)",40
3564,David Blackmore and Associates,GeoTechnical Technician,20
395414,"Richard E. Pierson Construction Co., Inc.","Project/Field Engineer/Estimator - South & Central NJ, and/or Delaware, SE PA",15
358376,AKRF,Engineering Co-op,20
432340,The Elmwood Park Zoo,Zookeeping + Conservation Education Co-op,20
436431,City of Philadelphia,Capital Projects Co-op,35
22738,"Roux Associates, Inc.",Staff Assist Engineer/Scientist/Geologist Co-op,10
436378,Pennsylvania Horticultural Society ,Farm and Community Engagement Assistant,20
433617,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Aberdeen,55
433616,"Hillis-Carnes Engineering Associates, Inc. ",Geotechnical Technician - Salisbury,10
433615,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Lehigh Valley,20
431005,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Pittsburgh,20
431004,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - State College,35
431003,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Harrisburg,40
430305,"Hillis-Carnes Engineering Associates, Inc. ",Field Engineering Technician - Philadelphia,40
437030,South Jersey Industries,REV Finance and Compliance Co-op,45
371745,SPS Technologies,Environmental Health & Safety Co-Op,40
325423,XL Insurance,Environmental Risk Consulting Co-op,35
434491,Penn Medicine,Corporate Sustainability Co-op,60
387175,Penn Vet Working Dog Center,Performance Medicine for Canine Athletes,20
437044,International Raw Materials Ltd.,Development Services Co-Op,40
342867,Philadelphia Water Department,"PWD Co-op / Projects Control / Erik Smith: Philadelphia, PA",45
394257,Philadelphia Water Department,"GSI Unit/GSI Design Group – Karly Soldner /Philadelphia, PA",45
426423,American Water,Construction Engineer,45
423936,Colliers Engineering & Design,Civil/Site Engineering Co-Op,35
436810,C.S. Davidson,Urban Planner,50
357675,Schnabel Engineering ,"Civil Engineering Co-op/Intern (Chadds Ford, PA)",25
436860,ARM Group Inc. ,Staff Engineer (Solid Waste Focus) Co-op,35
353687,C. & J. Nyheim Plasma Institute ,Data Analysis in Space Plasma Physics,75
348375,"Earth Engineering, Inc.",Geotechnical Co-op/Intern,30
437164,Korn Ferry,"Assistant Operations Analyst/Philadelphia, PA",65
78300,U-Combination,Sales Assistant,60
437093,Labademic Incorporated,Non-Profit Management Co-op,35
437040,International Raw Materials Ltd.,Fertilizer Co-Op,60
436932,Children's Hospital of Philadelphia,Community Impact Program Assistant,40
392118,CHUBB,COG Co-op Global Treaty Outward,55
362071,CHUBB,COG Co-op– Global Treaty,65
362072,CHUBB,COG Co-op Global Treaty Financial Reporting,60
361974,CHUBB,COG Co-op Finance,60
436791,EMSDC Eastern Minority Supplier Development Council,EMSDC Business Development Intern (BDI),40
436386,Calcium+Company,Art Co-Op,40
420675,BlackRock ,Business Operations Co-Op - Global Accounting & Product Services,75
420677,BlackRock ,Business Operations Co-Op - Data  Operations,85
420681,BlackRock ,Business Operations Co-Op - Global Investment Operations,85
420682,BlackRock ,Business Operations Co-Op - Portfolio Compliance,85
423444,The Athenaeum of Philadelphia,Archival Co-op - Digitization Assistant,30
436493,COMCAST CORPORATION,Comcast Content Acquisition Strategy Analyst Co-op,55
436462,COMCAST CORPORATION,Comcast Political Affairs Co-op,20
435773,"MMB Contractors, Inc.",Estimator for Construction and Real Estate,35
437098,Morgan Lewis Bockius,Accounts Receivable Co-Op,70
433606,Venerable ,Finance/Accounting Co-Op,50
433607,Venerable ,Quantitative Co-Op - Hedging Operations,85
433613,Digitas Health ,"Associate, Data and Analytics, Digitas Health",72
436908,Venerable ,Co-Op - Financial Risk Management,85
436901,Venerable ,Actuarial Co-op Student in Finance Organization,45
433394,Children's Hospital of Philadelphia,Data Scientist - Co-op,78
436660,Susquehanna Int'l Group LLP,Technical Business Analyst Co-op,92
436608,Twinleaf,Quantum sensor optimizer,80
436567,Children's Hospital of Philadelphia,Hospital Clinical Data Analyst - Co-op,85
436566,Children's Hospital of Philadelphia,Data Trust Analyst - Co-Op,85
436504,John Middleton Co.,Altria (John Middleton Co.) Quality Engineer Drexel Co-op,75
436502,Osage University Partners,Venture Capital Co-op,85
432700,Campbell Soup Company,Corporate Audit Data Analytics Co-op,70
416970,Drexel University,Mathematics Research Co-op,85
417303,TPG Angelo Gordon  ,Hedge Fund Operations Co-Op,80
435876,Philadelphia Phillies,Quantitative Analyst Associate,85
437071,"Quench USA, Inc.",Business Intelligence Intern,88
433596,Marlette Funding,Loss Forecast/Vehicle Equity Loan Co-Op,70
427229,Rockwood Wealth Management,Financial Planning/Trading Co-Op,45
429356,"Hamilton Lane Advisors, Inc.",Portfolio Management Group Analyst,85
422655,"Hamilton Lane Advisors, Inc.",Fintech Data Analyst,80
416404,Independence Blue Cross,College Co-op: Data Insights & Reporting Analyst (Revak),75
436927,"Nova Photonics, Inc. ",Physics/Engineering Co-Op,70
436863,Merck,"Global Workplace & Enterprise Services , Data Strategy and Analytics Co-op",85
436839,Merck,Global Supplier Management Group Procurement Data Analytics Co-op,80
411808,FS Investments ,Sales Strategy and Analytics Co-op,55
429544,Cigna Corporation,Actuarial Co-Op,60
424545,FS Investments ,Engineering Quality Assurance Co-op,87
436548,Merck,Global Supplier Management Group- Procurement Strategic Operations Co-Op,72
436375,COMCAST CORPORATION,Comcast Data Engineer Co-op,85
436332,Monitoring Analytics,Co-op Experience,70
416512,PearlX,Technology Co-op (Drexel),78
437174,Group One Trading,Trading Analyst Co-op,75
404474,Philly Office Retail ,Accounting + Bookkeeping Associate Co-op,30
359895,FMC Corporation,Internal Controls Co-Op,40
398037,SAP America,SAP Student Training and Rotation (STAR) Program- Development Focus Spring/Summer Drexel Co-op 2025,95
361977,CHUBB,COG Financial Reporting Co-op,20
426900,KBRA,CMBS Surveillance Analyst,40
436723,Urban Outfitters,URBN Data Analyst Co-op,88
436699,Urban Outfitters,Nuuly Marketing Analytics Co-op,80
429807,West Pharmaceutical Services,Materials Predevelopment R&D Co-op,45
436579,Independence Blue Cross,College Co-op: BTS Provider Solutions Analyst (Furia),80
425319,RightOn Education ,User Experience and Research Co-op,45
416920,Resolution Life US,AI Data Scientist,88
437078,Lockheed Martin,Engineering Drexel Co-Op - 679041BR - Rut Rivera-Beltran,85
437075,Lockheed Martin,Systems Engineer (Modeling & Simulation) Drexel Co-Op - 678857BR - Jill Frassetto,35
376402,Penn State University,Science and Technology Applied to Navigation Co-Op,65
382056,Penn State University,"Navigation, Estimation, and Controls Co-Op",75
357781,JPMorgan Chase & Co,JPMorgan / TCIO CAO / CTMO / Funds Transfer Pricing and Interest Rate Risk Analyst,75
308966,Lockheed Martin,"Co-op Technical Spec/Dominic Imbrenda/ Cherry Hill, NJ",70
426555,Vertex Incorporated,Sales Operations & Analytics Support Co-Op,85
436824,ARKA,Software Engineer Co-op,90
436822,ARKA,Artificial Intelligence / Machine Learning Engineer / Co-op,85
420030,FS Investments ,Data Engineering Co-op,85
436730,Independence Blue Cross,College Co-op: Informatics Data Analyst (Pathak),85
388074,JPMorgan Chase & Co,JPMorgan Chase / TCIO / BMA / Retail Credit Risk,75
432651,Matterhorn Capital ,Analyst Co-op,35
380534,Twenty Acre Capital ,Equity/Investment Research Analyst,65
436691,JPMorgan Chase & Co,JPMorgan Chase / Wholesale Lending Services (WLS),78
357690,JPMorgan Chase & Co,JPMorgan Chase / FAIR / Financial Control 2,80
362347,JPMorgan Chase & Co,JPMorgan Chase / Commercial Bank / Term Loan B Wholesale Lending Services,75
369859,JPMorgan Chase & Co,JPMorgan Chase / TCIO / Execution Middle Office / EMO Product Control,65
357789,C. & J. Nyheim Plasma Institute ,Numerical Simulations and Experiments in Plasma and Fluid Systems,70
357085,Glenmede,Quantitative Research Group Co-op,75
302057,BlackRock ,"Quantitative Investment Analyst, Global Allocation Team",90
357520,Glenmede,Investment Strategy Co-op,35
436457,COMCAST CORPORATION,Comcast DE&I Analytics and Reporting Co-op,85
391994,Susquehanna Int'l Group LLP,Trading Operations Co-op,88
362525,Susquehanna Growth Equity ,Susquehanna Growth Equity Venture Capital / Growth Equity Co-op,80
370676,BlackRock ,BlackRock Portfolio Management/Trading Assistant,80
436215,Astrolab,Avionics Engineering Co-op,30
436958,Incyte Corporation ,Data Analytics Co-Op,85
351194,Temple University School of Medicine,Brain Computer Interface (BCI) Research Assistant,65
428279,Northern Children's Services,Behavioral Health Technician,30
425741,University of Pennsylvania,Coordinator,55
388128,Exelon,04691 - Reliability Reporting and Data Analytics - PECO Co-op (Dayo Enilo),85
424831,FringeArts,Financial Arts Management Co-op,20
436674,Drexel University,Research Assistant,65
432270,Drexel University,Astrophysics Research,70
420493,Siemens ,Engineer – Finite Element Analysis,85
437084,Lockheed Martin,Electrical or Systems Engineer (RADAR Systems) - Drexel Co-Op - 679013BR - Michael Lontoc -,70
437077,Lockheed Martin,Electrical or Systems Engineer (RADAR Systems) Drexel Co-Op - 678955BR - Stanley Viss,65
436898,Amphenol CIT ,Quality Engineering Co-op,60
434614,Cardinal Engineering LLC,R&D Engineer for Defense Applications,40
437031,Rhoads ,Co-Op HR,45
436708,Independence Blue Cross,College Co-op: Public Policy Analyst (Bogorad),60
437115,The Malvern School,Assistant Teacher/Teaching Aide Co-op,20
423557,"ESF, Inc. ",Marketing and Communications Intern,55
427440,Drexel University,Assistant Clinic Coordinator,30
437006,SocialLadder,Client Support & Success Co-Op,45
428821,Bright Horizons Family Solutions,Child Care Associate Teacher Co-op,20
426551,Vertex Incorporated,Sales Enablement Co-Op,65
429614,Gift of Life Donor Program,Family Support Services Co-op,25
421556,Axcelus Financial,Compliance Co-op,70
426852,National Alliance on Mental Illness,NAMI HelpLine Information and Resource Referral Specialist,45
429493,New Jersey Angels,Case Management Co-op,10
435493,The Quaker School at Horsham,Social Work Internship,30
305480,Olympik Tots Childcare & Learning Center,Teacher Assistant,20
426119,Germantown Jewish Centre,"Assistant Teacher, Early Childhood Program",20
398674,FS Investments ,PMO (Project Management Office) Co-op,75
428966,Philadelphia College/Osteopathic Med.,Simulation Student Co-Op Assistant,40
418801,Behavior Analysis and Therapy Partners,Behavioral Health Technician,30
426450,Behavior Analysis and Therapy Partners,Personal Care Assistant Applied Behavior Analyst (PCA ABA),25
426291,Behavior Analysis and Therapy Partners,Personal Care Assistant,40
432782,Saint Joseph's University,Direct Scholar,40
431100,Laila Way Behavioral Services,Behavioral Health Technician (BHT),35
437136,Dino's Digital,Business Strategy and Automation Specialist Co-op,87
436683,University of Pennsylvania - Athletic Equipment Operations,Assistant Manager of Rowing Operations,30
436793,Razorfish,Digital Strategist,75
415650,Moberg Analytics,Software Quality Engineer,85
437139,"Medidata Solutions, Inc.",System Analyst Co-op,80
343699,DSM Biomedical,Biomed Manufacturing Engineering Co-op (Jon Busam),40
429930,Viant Medical,Quality Engineer Co-op,45
389197,Exponent,Engineering Assistant,40
385894,KOKO Medical (formerly Early Bird Medical),Product Development Co-op,20
392439,Jabil,"Engineering Co-op, Medical Device",65
429803,West Pharmaceutical Services,ATDE Biosensors Co-op,55
436659,Children's Hospital of Philadelphia,Biomechanical/Mechanical Engineering Student/VG,60
301223,"X-Nav Technologies, LLC",V and V Engineer,72
436605,West Pharmaceutical Services,ARC Gene Delivery Co-op,25
429797,West Pharmaceutical Services,Applied Physical Sciences – Containment Co-Op,45
429808,West Pharmaceutical Services,Research and Development Engineering Co-Op,35
436585,Merck,Vaccine Manufacturing Automation Co-op,75
362567,Jitsik LLC ,"Embedded System Engineer - Driving Simulation, Virtual Reality Startup",65
428683,Children's Hospital of Philadelphia,Student Clinical Research Assistant II,55
436453,"Pharmaceutical Manufacturing Research Services, Inc.",Pharmaceutical Manufacturing Associate,30
436451,Children's Hospital of Philadelphia,Research Technician,35
432851,"Excision Medical, Inc.",Product Development Engineering Co-Op,45
377300,Prosthetic Innovations ,Prosthetic Assistant,50
436317,Genentech (a member of the Roche Group),Biomedical Engineering Co-Op,35
433404,Temple University School of Medicine,Research Assistant - Orthopedic Devices (cervical collar),30
355015,Temple University School of Medicine,Brain Computer Interface (BCI) Software and Interface Development Research Assistant,55
437133,Merck,"Associate Specialist, Process Engineer - Global Engineering Solutions Co-op",25
416439,Drummond Scientific Company,Automation Controls Engineer Co-op,45
422933,Drummond Scientific Company,Medical Product Process Development Associate (Entry-level),45
437110,Johnson & Johnson,MedTech Biomaterials R&D Co-op,35
436920,Johnson & Johnson,SRG Product Development Engineer,50
436841,Merck,Global Workplace & Enterprise Services Site Security Protection Co-op,40
436749,Almac Group,Engineering Co-Op,45
436743,"Drexel University, Center for Functional Fabrics ",Textile Testing Assistant,45
436679,Organon,Co-Op - US Distribution & Logistics Operations,40
436677,Organon,Co-Op - US Demand Planning & Fulfillment,42
424796,JPMorgan Chase & Co,JPMorgan Chase / TCIO / Execution Middle Office / EMO Trade Support,75
349492,JPMorgan Chase & Co,JPMorgan Chase / TCIO / Basel Measurement and Analytics / Capital Data & Rule Development (2),78
436583,Merck,Manufacturing and Reliability Engineering Co-Op,45
436543,Merck,North America Supply Chain Management Co-Op,30
436541,Merck,3DT Materials Co-op,68
436531,Hikma Pharmaceuticals ,Associate Scientist-Validation,45
436530,Hikma Pharmaceuticals ,Manufacturing Engineering,20
357470,Boehringer Laboratories,Engineering Co-op- Medical Devices,50
344321,"Noramco of DE, Inc.",Manufacturing Engineer Co-Op,35
436955,Incyte Corporation ,HEOR Co-op,50
411014,Rutgers University,Temporary Business Administrator,42
421576,Rutgers University,Temporary Business Administrator (Unpaid position),30
437176,BLOCS,Accounting and Finance Co-op,20
419971,"Cohen, Placitella and Roth",Accounting Co-op,45
437143,The Bryn Mawr Trust Company,Finance Co-op,35
398014,U-Combination,Accounting Assistant,60
437135,Pennrose Management Company,Accounting Co-op,35
415522,Exelon,20640- Business Gas Analyst- PECO Co-op (Michael George),75
437125,Summer Salt,Human Resources Management Co-op,40
435790,Quadriga Partners LLC,Analyst Co-op,65
429452,Exelon,79009 -PSC Regulatory North - PHI Co-op (Chris Ventresca),45
426598,College Ave Student Loans LLC,"Accounting, Loan and Financial Operations Co-Op",35
416432,Weber Display & Packaging,Accounting Co-op,40
423632,Morgan Lewis Bockius,Client Analysis and Rate Management Co-Op,45
437079,Macquarie Group,Enterprise Functions - Digital Co-op,75
437067,WRDC,Real Estate Accounting Specialist,20
423572,Morgan Lewis Bockius,Business Operations Co-Op,65
424157,FreeAxez,Accounting Co-op,45
437038,Drexel University,Junior Accountant,25
437034,International Raw Materials Ltd.,Customer Service Co-op,60
437023,FMC Corporation,Financial Analyst Co-Op,48
437019,PJM Interconnection (DZConneX),Financial Analyst Co-Op,50
421642,Exelon,20388- Electric Operations Business Analyst- PECO Co-Op (Dave Milowicki),30
388135,Exelon,20348 BucksMont Work Management-- PECO Co-op (Suzanna Gashinsky),45
424582,SAP America,SAP iXp Intern - Customer Success North America Sales Controlling -Spring/Summer Drexel Co-op 2025,45
437001,Macquarie Group,Global Equities and Multi-Asset Co-Op,75
436984,Macquarie Group,Compliance Co-Op,40
436983,Hersha Hospitality Management (HHM),Investments Analyst Co-Op,60
436981,Hersha Hospitality Management (HHM),Strategic Operations Analyst Co-Op,45
436974,Macquarie Group,Business Analyst Co-Op,85
394439,Allan Myers,Assistant Cost Accountant (PA/MD Locations),35
421829,Allan Myers,Assistant Purchasing Analyst,35
436965,Macquarie Group,ETF Co-Op,60
436943,FMC Corporation,MR&P COE Finance Analyst Co-Op,20
436931,"Diversified, Inc.",Finance Co-op,30
431263,CHUBB,COG Financial Planning and Analysis Co-op,35
430974,CHUBB,COG Financial Planning and Analysis Co-op,50
361558,CHUBB,Co-op Global Treaty Finance Operations,65
436887,Drexel University,Undergraduate Services Coordinator,45
381357,Brown Brothers Harriman & Co.,Corporate Advisory and Banking Co-op,45
424776,MyCIO Wealth Partners LLC,Financial Planning/Wealth Management Co-op #2 (Please apply to both postings),45
377096,MyCIO Wealth Partners LLC,Financial Planning/Wealth Management Co-op #1 (Please apply to both postings),35
377095,MyCIO Wealth Partners LLC,Accounting/Finance Co-op,58
426899,KBRA,CMBS Subscription Analyst,35
433579,Green and Spiegel US LLC,Operations Co-op,40
436865,FMC Corporation,Precision Agriculture Commercial Co-Op,65
436856,Macquarie Group,Quantitative Co-op,85
317861,Becker Wealth Management,"Finance Co-op / Paoli, PA",40
436852,Macquarie Group,Fixed Income Investment Strategy Co-Op,50
434713,"The Siegfried Group, LLP",Facilities Co-op,35
436794,"Ametek, Inc.",Tax Co-op,20
423254,Glenmede,Alternative Investment Services Co-op,25
418232,Exelon,00697-Financial Analyst- BSC Co-op (Nakia Harris),55
436728,Urban Outfitters,Free People Planning and Allocation Co-op,45
308523,Brite Star,E-Commerce Business Co-Op,65
436710,Yale University,Financial Compliance Co-op,30
356542,"Hercules Capital, Inc. ",Investment Analyst,50
436700,"Global Tax Management, Inc.",Tax Automation Solutions Co-op,85
434034,"Global Tax Management, Inc.",Tax Co-Op- Indirect Tax (State & Local Tax -SALT),25
436692,"Global Tax Management, Inc.","Co-op, Transfer Pricing Analyst",70
436678,University of Pennsylvania - Athletic Equipment Operations,Event Operations and Administration Co-op,30
422808,Science History Institute,Accounting Specialist,45
436668,Urban Outfitters,Nuuly Merchandise Planning Co-op,60
325892,"The Neve Group, LTD",Marketing Assistant,62
305901,"The Neve Group, LTD",Small CPA Firm Tax and Accounting Co-op,45
429461,Sylvan Learning Center,Business Director Assistant,30
429001,Cozen O'Connor,Finance Co-Op (General Ledger Accountant),55
397977,"Global Indemnity Group, Inc.",Internal Audit Co-op,45
436522,Citrin Cooperman Advisors LLC,Forensic Advisory Services Co-op,45
436519,Kitching Partners,Accounting Co-op,30
428159,NorthCurrent Partners,Private Equity Co-op,60
436515,Exelon,00696- Financial Analyst Co-op- BSC Co-op (Misha Brown),40
388141,Exelon,00825 - Plant Accounting- PECO Co-op (Samantha Blank),40
436498,Penn Mutual Life Insurance,Assurance Co-Op,75
426344,CHUBB,"Chubb Internal Audit IT Co-op, Philadelphia, PA",75
392214,CHUBB,Chubb Internal Audit Co-Op,50
433795,Children's Hospital of Philadelphia,Investment Operations Co-op,65
432732,"CRC Industries, Inc.",Accounting Co-op,20
436454,Volaris Group,Merger and Acquisition Business Development Co-Op,65
432743,Renovus Capital Partners,Finance and Operations Co-op,50
436387,Gladstone Associates,Junior Analyst,35
436385,Alkali Partners LLC ,Investment Banking Analyst,45
436382,The Michaels Organization,Accounting Co-op,45
436381,Mastery Charter Schools ,Accounting Co-op,20
423103,FinServ Consulting,Management Consulting Co-op,60
427874,Gannon Insurance,Accounting Co-op,50
418798,Gannon Insurance,Business Development Co-op,60
426606,Princeton University,Office of Audit and Compliance- Internal Audit Co-op,65
343180,"Penn Mutual Asset Management, Inc. ",Investments Co-op,45
377619,Essent Guaranty,Accounting Associate,20
437175,"J.T. Thorpe & Son, Inc.",Field Engineer Co-op,60
437150,Meridian Bank ,Credit Analyst Co-op,45
437074,L3Harris Technologies,"Program Finance Co-op / Camden, NJ",40
437016,National Philanthropic Trust ,"Drexel Co-op - Accounting, Finance, and Valuation",20
